click,blueTopIndex,blueTopName,blueTopPlay,blueJungleIndex,blueJungleName,blueJunglePlay,blueMidIndex,blueMidName,blueMidPlay,blueBotIndex,blueBotName,blueBotPlay,blueSupportIndex,blueSupportName,blueSupportPlay,speaker_early_index,speaker_late_index,ChampFam,TVJearly,TVJlate,blue_excel_early,blue_excel_late,blue_excel_general,speaker_excel_early,speaker_excel_late,RT,language,age,gender,education,Browser,OS,screenH,screenW,year_started,league_level,hours_total,games_weekly,champfam_total,criteria_early,criteria_late,hierarch_early,hierarch_late,time_in_minutes,participant_id
17,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,1,5,1,0,0.72,0.3,0.5,,,39.727,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
18,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,1,5,1,0,0.72,0.3,0.5,0.45,,39.727,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
19,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,1,5,1,0,0.72,0.3,0.5,0.45,0.65,46.866,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
20,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,1,5,,,,,,,,46.866,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
21,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,1,5,0,1,,,,,,46.866,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
22,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,1,5,0,1,0.3,0.75,0.4,,,46.866,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
23,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,1,5,0,1,0.3,0.75,0.4,0.6,,46.866,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
24,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,1,5,0,1,0.3,0.75,0.4,0.6,0.75,36.743,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
25,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,,,,,,,,36.743,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
26,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,1,0,,,,,,36.743,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
27,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,1,0,0.8,0.4,0.6,,,36.743,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
28,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,1,0,0.8,0.4,0.6,0.45,,36.743,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
29,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,1,0,0.8,0.4,0.6,0.45,0.25,39.58,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
30,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,5,,,,,,,,39.58,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
31,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,5,1,1,,,,,,39.58,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
32,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,5,1,1,0.55,0.55,0.45,,,39.58,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
33,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,5,1,1,0.55,0.55,0.45,0.35,,39.58,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
34,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,5,1,1,0.55,0.55,0.45,0.35,0.45,37.014,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
35,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,0,5,,,,,,,,37.014,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
36,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,0,5,0,0,,,,,,37.014,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
37,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,0,5,0,0,0.55,0.45,0.45,,,37.014,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
38,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,0,5,0,0,0.55,0.45,0.45,0.35,,37.014,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
39,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,0,5,0,0,0.55,0.45,0.45,0.35,0.35,31.163,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
40,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,5,,,,,,,,31.163,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
41,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,5,0,0,,,,,,31.163,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
42,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,5,0,0,0.3,0.45,0.3,,,31.163,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
43,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,5,0,0,0.3,0.45,0.3,0.5,,31.163,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
44,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,5,0,0,0.3,0.45,0.3,0.5,0.4,37.26,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
45,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,5,,,,,,,,37.26,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
46,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,5,1,0,,,,,,37.26,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
47,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,5,1,0,0.7,0.45,0.55,,,37.26,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
48,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,5,1,0,0.7,0.45,0.55,0.75,,37.26,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
49,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,5,1,0,0.7,0.45,0.55,0.75,0.4,28.966,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
50,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,,,,,,,,28.966,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
51,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,0,1,,,,,,28.966,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
52,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,0,1,0.45,0.7,0.55,,,28.966,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
53,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,0,1,0.45,0.7,0.55,0.6,,28.966,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
54,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,0,1,0.45,0.7,0.55,0.6,0.45,31.576,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
55,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,,,,,,,,31.576,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
56,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,0,1,,,,,,31.576,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
57,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,0,1,0.4,0.68,0.5,,,31.576,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
58,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,0,1,0.4,0.68,0.5,0.3,,31.576,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
59,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,0,1,0.4,0.68,0.5,0.3,0.65,32.384,English,24,Male,3,Chrome,Windows,1440,3440,2012,Diamond,"1,000-10,000",5-Mar,121-150,0.65,0.65,0.53,0.47,9.435633333,29
0,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,2,,,,,,,,,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
1,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,2,0,1,,,,,,,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
2,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,2,0,1,0.33,0.67,0.42,,,,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
3,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,2,0,1,0.33,0.67,0.42,0.71,,,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
4,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,2,0,1,0.33,0.67,0.42,0.71,0.74,101.423,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
5,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,3,,,,,,,,101.423,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
6,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,3,1,1,,,,,,101.423,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
7,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,3,1,1,0.53,0.6,0.6,,,101.423,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
8,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,3,1,1,0.53,0.6,0.6,0.27,,101.423,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
9,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,3,1,1,0.53,0.6,0.6,0.27,0.61,70.732,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
10,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,1,,,,,,,,70.732,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
11,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,1,0,1,,,,,,70.732,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
12,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,2,0,1,0.38,0.81,0.53,,,70.732,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
13,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,2,0,1,0.38,0.81,0.53,0.58,,70.732,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
14,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,2,0,1,0.38,0.81,0.53,0.58,0.82,49.172,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
15,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,1,,,,,,,,49.172,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
16,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,1,0,1,,,,,,49.172,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
17,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,1,0,1,0.34,0.8,0.47,,,49.172,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
18,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,1,0,1,0.34,0.8,0.47,0.58,,49.172,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
19,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,1,0,1,0.34,0.8,0.47,0.58,0.37,31.296,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
20,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,1,,,,,,,,31.296,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
21,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,1,0,1,,,,,,31.296,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
22,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,1,0,1,0.36,0.81,0.53,,,31.296,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
23,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,1,0,1,0.36,0.81,0.53,0.6,,31.296,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
24,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,1,0,1,0.36,0.81,0.53,0.6,0.81,30.83,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
25,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,1,,,,,,,,30.83,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
26,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,1,1,0,,,,,,30.83,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
27,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,2,1,0,0.79,0.3,0.55,,,30.83,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
28,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,2,1,0,0.79,0.3,0.55,0.73,,30.83,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
29,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,2,1,0,0.79,0.3,0.55,0.73,0.41,40.907,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
30,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,1,2,,,,,,,,40.907,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
31,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,1,2,1,1,,,,,,40.907,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
32,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,1,2,1,1,0.78,0.79,0.61,,,40.907,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
33,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,1,2,1,1,0.78,0.79,0.61,0.35,,40.907,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
34,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,1,2,1,1,0.78,0.79,0.61,0.35,0.8,31.859,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
35,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,1,,,,,,,,31.859,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
36,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,1,0,1,,,,,,31.859,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
37,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,1,0,1,0.23,0.79,0.63,,,31.859,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
38,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,1,0,1,0.23,0.79,0.63,0.68,,31.859,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
39,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,1,0,1,0.23,0.79,0.63,0.68,0.8,24.815,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
40,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,1,1,,,,,,,,24.815,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
41,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,1,1,1,1,,,,,,24.815,,,,-1,Safari,iPhone/iPod,667,375,2019,Silver,10-100,2-Jan,0-30,0.6,0.65,0.49,0.5,10.20738333,30
