Comp,CompType,EarlyResponse,LateResponse,SpeakerEarly,SpeakerLate,TransformEarly,TransformLate,ParticipantID,EarlyTVJ,LateTVJ,EarlyPrior,LatePrior,GenPrior,EarlyShift,LateShift,CompBorderline,Participant,UnextremeEarly,UnextremeLate,ProbitEarly,ProbitLate,FromSpeakerEarly,FromSpeakerLate
9,5,0.52,0.47,0,0,0.02,0.03,47,1,1,0.72,0.72,0.74,-0.2,0.09,2,28,0.52,0.47,0.050153583,-0.075269862,0.52,0.47
5,3,0.64,0.21,1,0,0.14,0.29,47,0,0,0.66,0.23,0.43,-0.02,-0.17,3,28,0.64,0.21,0.358458793,-0.806421247,0.36,0.21
7,4,0.14,0.18,0,0,0.36,0.32,47,0,0,0.17,0.19,0.22,-0.03,-0.2,1,28,0.14,0.18,-1.080319341,-0.915365088,0.14,0.18
12,6,0.18,0.41,0,1,0.32,0.09,47,0,0,0.16,0.18,0.2,0.02,0.03,3,28,0.18,0.41,-0.915365088,-0.227544977,0.18,0.59
2,1,0.43,0.61,1,1,0.07,0.11,47,1,0,0.7,0.22,0.38,-0.27,0.23,1,28,0.43,0.61,-0.176374165,0.279319034,0.57,0.39
11,6,0.26,0.73,1,0,0.24,0.23,47,1,1,0.73,0.72,0.72,-0.47,0.35,3,28,0.26,0.73,-0.643345405,0.612812991,0.74,0.73
4,2,0.54,0.33,0,1,0.04,0.17,47,0,1,0.17,0.69,0.65,0.37,-0.05,2,28,0.54,0.33,0.100433721,-0.439913166,0.54,0.67
6,3,0.15,0.76,0,1,0.35,0.26,47,1,1,0.73,0.74,0.73,-0.58,0.38,3,28,0.15,0.76,-1.036433389,0.706302563,0.15,0.24
11,6,0.2,0.2,0,0,0.3,0.3,48,1,1,0.5,0.5,0.5,-0.3,-0.18,3,29,0.2,0.2,-0.841621234,-0.841621234,0.2,0.2
5,3,0.5,0.25,1,0,0,0.25,48,1,1,0.5,0.5,0.5,0,-0.13,3,29,0.5,0.25,0,-0.67448975,0.5,0.25
2,1,0.5,0.2,1,0,0,0.3,48,1,1,0.5,0.5,0.5,0,-0.18,1,29,0.5,0.2,0,-0.841621234,0.5,0.2
8,4,0.2,0.2,0,0,0.3,0.3,48,1,1,0.5,0.5,0.5,-0.3,-0.18,1,29,0.2,0.2,-0.841621234,-0.841621234,0.2,0.2
12,6,0.5,0.2,1,1,0,0.3,48,1,1,0.5,0.5,0.5,0,-0.18,3,29,0.5,0.2,0,-0.841621234,0.5,0.8
10,5,0.2,0.51,0,1,0.3,0.01,48,1,1,0.5,0.5,0.5,-0.3,0.13,2,29,0.2,0.51,-0.841621234,0.025068908,0.2,0.49
6,3,0.2,0.5,0,1,0.3,0,48,1,1,0.5,0.5,0.5,-0.3,0.12,3,29,0.2,0.5,-0.841621234,0,0.2,0.5
9,5,0.5,0.2,1,0,0,0.3,48,1,1,0.5,0.5,0.5,0,-0.18,2,29,0.5,0.2,0,-0.841621234,0.5,0.2
3,2,0.5,0.5,1,1,0,0,48,1,1,0.5,0.5,0.5,0,0.12,2,29,0.5,0.5,0,0,0.5,0.5
1,1,0.2,0.5,0,1,0.3,0,48,1,1,0.5,0.51,0.5,-0.3,0.12,1,29,0.2,0.5,-0.841621234,0,0.2,0.5
4,2,0.2,0.2,0,0,0.3,0.3,48,1,1,0.5,0.5,0.5,-0.3,-0.18,2,29,0.2,0.2,-0.841621234,-0.841621234,0.2,0.2
7,4,0.2,0.5,1,1,0.3,0,48,1,1,0.5,0.5,0.5,-0.3,0.12,1,29,0.2,0.5,-0.841621234,0,0.8,0.5
2,1,0.63,0.37,1,0,0.13,0.13,49,1,0,0.59,0.76,0.53,0.04,-0.01,1,30,0.63,0.37,0.331853346,-0.331853346,0.37,0.37
4,2,0.53,0.63,1,1,0.03,0.13,49,0,1,0.02,0.93,0.53,0.51,0.25,2,30,0.53,0.63,0.075269862,0.331853346,0.47,0.37
6,3,0.62,0.28,1,0,0.12,0.22,49,0,1,0.06,0.63,0.37,0.56,-0.1,3,30,0.62,0.28,0.305480788,-0.582841507,0.38,0.28
1,1,0.59,0.25,0,1,0.09,0.25,49,1,1,0.81,0.78,0.64,-0.22,-0.13,1,30,0.59,0.25,0.227544977,-0.67448975,0.59,0.75
12,6,0.64,0.28,1,1,0.14,0.22,49,1,0,0.33,0.48,0.36,0.31,-0.1,3,30,0.64,0.28,0.358458793,-0.582841507,0.36,0.72
3,2,0.36,0.43,0,0,0.14,0.07,49,1,0,0.49,0.27,0.65,-0.13,0.05,2,30,0.36,0.43,-0.358458793,-0.176374165,0.36,0.43
9,5,0.61,0.16,1,1,0.11,0.34,49,0,1,0.47,0.34,0.42,0.14,-0.22,2,30,0.61,0.16,0.279319034,-0.994457883,0.39,0.84
11,6,0.17,0.12,0,0,0.33,0.38,49,0,0,0.05,0.05,0.56,0.12,-0.26,3,30,0.17,0.12,-0.954165253,-1.174986792,0.17,0.12
5,3,0.11,0.49,0,1,0.39,0.01,49,1,0,0.47,0.21,0.45,-0.36,0.11,3,30,0.11,0.49,-1.22652812,-0.025068908,0.11,0.51
7,4,0.56,0.27,0,1,0.06,0.23,49,1,0,0.44,0.25,0.63,0.12,-0.11,1,30,0.56,0.27,0.150969215,-0.612812991,0.56,0.73
10,5,0.12,0.33,0,0,0.38,0.17,49,1,0,0.62,0.09,0.2,-0.5,-0.05,2,30,0.12,0.33,-1.174986792,-0.439913166,0.12,0.33
8,4,0.62,0.83,1,0,0.12,0.33,49,1,1,0.72,0.75,0.31,-0.1,0.45,1,30,0.62,0.83,0.305480788,0.954165253,0.38,0.83
5,3,0.4,0.61,0,1,0.1,0.11,51,1,0,0.58,0.45,0.5,-0.18,0.23,3,31,0.4,0.61,-0.253347103,0.279319034,0.4,0.39
12,6,0.62,0.47,1,0,0.12,0.03,51,0,0,0.5,0.5,0.5,0.12,0.09,3,31,0.62,0.47,0.305480788,-0.075269862,0.38,0.47
6,3,0.64,0.46,1,0,0.14,0.04,51,0,0,0.5,0.5,0.5,0.14,0.08,3,31,0.64,0.46,0.358458793,-0.100433721,0.36,0.46
2,1,0.61,0.48,1,0,0.11,0.02,51,0,1,0.41,0.59,0.49,0.2,0.1,1,31,0.61,0.48,0.279319034,-0.050153583,0.39,0.48
8,4,0.65,0.68,1,1,0.15,0.18,51,0,0,0.5,0.5,0.5,0.15,0.3,1,31,0.65,0.68,0.385320466,0.467698799,0.35,0.32
4,2,0.47,0.42,0,0,0.03,0.08,51,0,0,0.5,0.5,0.5,-0.03,0.04,2,31,0.47,0.42,-0.075269862,-0.201893479,0.47,0.42
1,1,0.44,0.62,0,1,0.06,0.12,51,0,0,0.5,0.5,0.5,-0.06,0.24,1,31,0.44,0.62,-0.150969215,0.305480788,0.44,0.38
10,5,0.41,0.44,0,0,0.09,0.06,51,0,0,0.5,0.5,0.5,-0.09,0.06,2,31,0.41,0.44,-0.227544977,-0.150969215,0.41,0.44
3,2,0.49,0.52,1,1,0.01,0.02,51,0,0,0.37,0.36,0.37,0.12,0.14,2,31,0.49,0.52,-0.025068908,0.050153583,0.51,0.48
11,6,0.46,0.56,0,1,0.04,0.06,51,0,0,0.5,0.5,0.5,-0.04,0.18,3,31,0.46,0.56,-0.100433721,0.150969215,0.46,0.44
9,5,0.52,0.59,1,1,0.02,0.09,51,0,0,0.5,0.5,0.5,0.02,0.21,2,31,0.52,0.59,0.050153583,0.227544977,0.48,0.41
7,4,0.39,0.36,0,0,0.11,0.14,51,0,0,0.41,0.41,0.42,-0.02,-0.02,1,31,0.39,0.36,-0.279319034,-0.358458793,0.39,0.36
11,6,0.8,0.58,1,0,0.3,0.08,54,1,0,0.57,0.21,0.49,0.23,0.2,3,32,0.8,0.58,0.841621234,0.201893479,0.2,0.58
5,3,0.85,0.5,1,0,0.35,0,54,1,0,0.54,0.46,0.5,0.31,0.12,3,32,0.85,0.5,1.036433389,0,0.15,0.5
8,4,0.8,0.8,1,1,0.3,0.3,54,1,0,0.68,0.57,0.54,0.12,0.42,1,32,0.8,0.8,0.841621234,0.841621234,0.2,0.2
9,5,0.72,0.74,1,1,0.22,0.24,54,1,1,0.64,0.63,0.66,0.08,0.36,2,32,0.72,0.74,0.582841507,0.643345405,0.28,0.26
7,4,0.45,0.39,0,0,0.05,0.11,54,1,1,0.77,0.76,0.79,-0.32,0.01,1,32,0.45,0.39,-0.125661347,-0.279319034,0.45,0.39
3,2,0.47,0.6,0,0,0.03,0.1,54,0,1,0.43,0.72,0.57,0.04,0.22,2,32,0.47,0.6,-0.075269862,0.253347103,0.47,0.6
2,1,0.55,0.74,0,1,0.05,0.24,54,1,1,0.64,0.68,0.73,-0.09,0.36,1,32,0.55,0.74,0.125661347,0.643345405,0.55,0.26
6,3,0.45,0.67,0,1,0.05,0.17,54,1,0,0.68,0.42,0.62,-0.23,0.29,3,32,0.45,0.67,-0.125661347,0.439913166,0.45,0.33
4,2,0.7,0.72,1,1,0.2,0.22,54,0,1,0.51,0.72,0.65,0.19,0.34,2,32,0.7,0.72,0.524400513,0.582841507,0.3,0.28
1,1,0.78,0.48,1,0,0.28,0.02,54,1,0,0.7,0.59,0.65,0.08,0.1,1,32,0.78,0.48,0.772193214,-0.050153583,0.22,0.48
12,6,0.49,0.81,0,1,0.01,0.31,54,1,1,0.68,0.68,0.66,-0.19,0.43,3,32,0.49,0.81,-0.025068908,0.877896295,0.49,0.19
10,5,0.52,0.48,0,0,0.02,0.02,54,1,1,0.75,0.69,0.67,-0.23,0.1,2,32,0.52,0.48,0.050153583,-0.050153583,0.52,0.48
8,4,0.95,0.95,1,0,0.45,0.45,56,1,0,0.75,0.35,0.9,0.2,0.57,1,33,0.95,0.95,1.644853627,1.644853627,0.05,0.95
1,1,0.95,0.96,1,0,0.45,0.46,56,0,1,0.4,0.85,0.8,0.55,0.58,1,33,0.95,0.96,1.644853627,1.750686071,0.05,0.96
9,5,0.95,0.95,1,1,0.45,0.45,56,0,1,0.5,0.9,0.8,0.45,0.57,2,33,0.95,0.95,1.644853627,1.644853627,0.05,0.05
7,4,0.8,0.98,0,1,0.3,0.48,56,1,1,0.91,0.95,1,-0.11,0.6,1,33,0.8,0.98,0.841621234,2.053748911,0.8,0.02
3,2,0.74,0.88,0,0,0.24,0.38,56,0,1,0.27,0.9,0.6,0.47,0.5,2,33,0.74,0.88,0.643345405,1.174986792,0.74,0.88
12,6,0.97,0.76,1,0,0.47,0.26,56,1,0,0.89,0.18,0.69,0.08,0.38,3,33,0.97,0.76,1.880793608,0.706302563,0.03,0.76
4,2,0.85,0.84,1,1,0.35,0.34,56,0,1,0.4,0.89,0.82,0.45,0.46,2,33,0.85,0.84,1.036433389,0.994457883,0.15,0.16
6,3,0.74,0.85,0,0,0.24,0.35,56,1,1,0.84,0.79,0.95,-0.1,0.47,3,33,0.74,0.85,0.643345405,1.036433389,0.74,0.85
11,6,0.7,0.86,0,1,0.2,0.36,56,1,0,0.81,0.32,0.66,-0.11,0.48,3,33,0.7,0.86,0.524400513,1.080319341,0.7,0.14
5,3,0.93,0.94,1,1,0.43,0.44,56,1,1,0.88,0.86,0.95,0.05,0.56,3,33,0.93,0.94,1.475791028,1.554773595,0.07,0.06
2,1,0.18,0.97,0,1,0.32,0.47,56,0,1,0.18,0.91,0.73,0,0.59,1,33,0.18,0.97,-0.915365088,1.880793608,0.18,0.03
10,5,0.18,0.75,0,0,0.32,0.25,56,0,1,0.25,0.85,0.55,-0.07,0.37,2,33,0.18,0.75,-0.915365088,0.67448975,0.18,0.75
